Order_ID,Order_Date,Region,Sales_Rep,Product_Category,Product_Name,Customer_Segment,Quantity,Unit_Price,Discount_Rate,Revenue,Deal_Status,Channel
ORD-10328,"October 08, 2022",north,Ethan Ross,Subscriptions,Pro Plan,enterprise,32,1033.3,0.07,30751.01,won,online
ORD-10012,2024-12-22,Central,Nina Torres,Consulting,Strategy Session,Startup,16,336.73,0.31,3717.5,lost,Online
ORD-10687,12/04/2024,West,Ethan Ross,Software,DataVault,Enterprise,14,1264.17,0.25,13273.78,lost,direct
ORD-10908,03/30/2024,south,Marcus Webb,Hardware,Switch Pro,startup,-5,3976.11,0.21,119362.82,won,Online
ORD-10206,2022-12-17,West,Liam Brooks,Services,Onboarding,Enterprise,14,4511.3,0.24,48000.23,Lost,Direct
ORD-10103,2024-05-31,north,Ethan Ross,Hardware,Edge Router,SMB,22,4145.73,0.14,78437.21,Pending,Online
ORD-10468,2024-04-16,south,Liam Brooks,Hardware,NAS Drive,SMB,12,4639.16,0.34,36742.15,won,online
ORD-10309,"December 30, 2022",Central,Ethan Ross,Services,Support Plan,smb,19,185.88,0.02,3461.09,won,Direct
ORD-10500,2024-08-17,West,Derek Stone,Consulting,Strategy Session,SMB,40,1327.36,0.13,46192.13,WON,Online
ORD-10222,2022-06-24,South,Nina Torres,Hardware,ServerX,startup,28,574.43,0.03,15601.52,LOST,Online
ORD-10153,09/15/2023,NORTH,Nina Torres,Hardware,Switch Pro,enterprise,13,3193.53,0.19,33627.87,lost,referral
ORD-10180,11/09/2023,Central,James Carter,Services,Training,SMB,43,635.21,0.11,24309.49,Won,Direct
ORD-10934,20/01/2022,East,Zoe Nguyen,Subscriptions,Pro Plan,,8,273.62,0.01,2167.07,pending,online
ORD-10182,"February 05, 2024",west,Zoe Nguyen,Subscriptions,Basic Plan,enterprise,29,2664.46,0.13,67224.33,PENDING,direct
ORD-10875,2024-06-01,central,Liam Brooks,Hardware,ServerX,ENTERPRISE,41,4972.3,0.03,197748.37,In Progress,Referral
ORD-10331,27-07-2022,central,Aisha Patel,Consulting,Audit Package,start-up,7,4075.23,0.31,19683.36,Won,DIRECT
ORD-10469,30-09-2024,West,Aisha Patel,Consulting,Strategy Session,startup,26,3076.95,0.26,59200.52,LOST,Online
ORD-10141,"March 30, 2024",EAST,Nina Torres,Hardware,Edge Router,Startup,18,4015.68,0.25,54211.68,PENDING,partner
ORD-10653,23-09-2024,Central,Mia Fernandez,Services,Migration,smb,9,718.81,0.07,6016.44,won,Referral
ORD-10770,"May 26, 2022",North,Sophia Lee,Consulting,Strategy Session,startup,50,4569.78,0.25,171366.75,lost,DIRECT
ORD-10562,"June 14, 2022",NORTH,Derek Stone,Software,DataVault,smb,45,782.37,0.05,33446.32,won,online
ORD-10794,2023-04-06,NORTH,Zoe Nguyen,Consulting,Roadmap Workshop,ENTERPRISE,36,1991.81,0.15,60949.39,Won,online
ORD-10702,03/29/2023,West,Nina Torres,Software,CloudDash,SMB,13,4922.1,,49910.09,,referral
ORD-10316,01-09-2024,west,Derek Stone,Hardware,NAS Drive,smb,31,683.32,0.09,19276.46,won,partner
ORD-10415,24/03/2024,north,Sophia Lee,Services,Support Plan,enterprise,20,1185.31,,17542.59,Pending,Partner
ORD-10210,23-03-2024,North,Derek Stone,Consulting,Strategy Session,Startup,25,2187.65,0.24,41565.35,PENDING,online
ORD-10519,2023-06-11,north,Mia Fernandez,Hardware,NAS Drive,start-up,12,1343.2,0.25,12088.8,LOST,partner
ORD-10142,"June 11, 2022",Central,Marcus Webb,Subscriptions,Pro Plan,enterprise,21,3321.55,0.11,62079.77,won,Referral
ORD-10002,01/14/2022,EAST,Nina Torres,Services,Support Plan,Startup,6,1930.64,0.13,10077.94,won,DIRECT
ORD-10362,25/05/2022,South,Derek Stone,Consulting,Audit Package,startup,21,133.61,0.24,2132.42,Pending,referral
ORD-10004,11/01/2024,South,Sophia Lee,Software,AutoSync,enterprise,7,1931.62,0.16,11357.93,,Partner
ORD-10044,11-07-2023,East,Ethan Ross,Software,DataVault,SMB,45,806.39,0.07,33747.42,Pending,Partner
ORD-10944,15-06-2022,South,,Consulting,Strategy Session,startup,26,4836.19,0.03,121968.71,Pending,partner
ORD-10281,26/03/2023,EAST,Nina Torres,Hardware,NAS Drive,Startup,38,189.62,0.25,5404.17,LOST,Direct
ORD-10675,2022-04-08,West,Derek Stone,Subscriptions,Pro Plan,Startup,48,4945.55,0.2,189909.12,Lost,Online
ORD-10202,"November 01, 2024",East,James Carter,Subscriptions,Enterprise Plan,start-up,1,2684.45,0.14,2308.63,Won,partner
ORD-10302,2024-05-09,EAST,Marcus Webb,Hardware,ServerX,enterprise,50,549.9,0.1,24745.5,In Progress,Referral
ORD-10726,16/09/2022,Central,Zoe Nguyen,Hardware,ServerX,start-up,5,878.8,,3778.84,In Progress,Online
ORD-10365,08/28/2023,south,Nina Torres,Software,CRM Pro,Enterprise,37,3003.44,0.19,90013.1,Won,Direct
ORD-10358,2023-05-15,central,Nina Torres,Consulting,Audit Package,smb,47,1450.0,0.32,46342.0,PENDING,partner
ORD-10822,2024-11-21,West,Mia Fernandez,Consulting,Audit Package,Enterprise,30,1676.33,0.12,44255.11,In Progress,
ORD-10516,02/10/2023,North,Nina Torres,Subscriptions,Pro Plan,start-up,31,2891.13,0.12,78870.03,PENDING,
ORD-10371,26/12/2022,north,Derek Stone,Hardware,NAS Drive,smb,47,423.23,,19692.89,won,
ORD-10593,10-01-2024,west,James Carter,Software,CloudDash,enterprise,19,2311.88,0.26,32505.03,Pending,DIRECT
ORD-10585,2022-09-26,West,Nina Torres,Services,Training,ENTERPRISE,39,2639.45,0.34,67939.44,pending,partner
ORD-10378,14/01/2022,NORTH,Zoe Nguyen,Hardware,ServerX,smb,10,975.18,0.13,8484.07,Lost,Online
ORD-10231,02/09/2023,Central,Sophia Lee,Hardware,ServerX,SMB,8,956.07,0.24,9999999.0,lost,DIRECT
ORD-10237,"March 24, 2023",north,Aisha Patel,Services,Migration,smb,6,2223.4,0.35,8671.26,LOST,Partner
ORD-10937,2024-09-18,south,Ethan Ross,Software,CloudDash,SMB,23,2514.27,0.09,52623.67,WON,Direct
ORD-10171,15-07-2023,north,Mia Fernandez,Subscriptions,Pro Plan,Startup,19,258.23,0.33,3287.27,WON,referral
ORD-10273,2024-08-04,NORTH,Sophia Lee,Software,DataVault,ENTERPRISE,26,1892.59,0.22,38381.73,Lost,Online
ORD-10677,30-01-2023,West,Sophia Lee,Hardware,Edge Router,startup,6,357.86,0.31,1481.54,won,DIRECT
ORD-10551,03-05-2022,NORTH,Sophia Lee,Consulting,Audit Package,ENTERPRISE,15,4437.72,0.21,52586.98,LOST,partner
ORD-10912,01-02-2024,NORTH,Nina Torres,Software,AutoSync,Enterprise,14,2353.61,0.28,23724.39,LOST,Online
ORD-10194,06/07/2023,East,Sophia Lee,Consulting,Strategy Session,SMB,18,1916.98,,27259.46,Won,Referral
ORD-10714,01/02/2023,NORTH,Ethan Ross,Services,Migration,start-up,29,970.32,0.05,26732.32,In Progress,online
ORD-10102,15-06-2022,Central,Marcus Webb,Software,AutoSync,Startup,39,2676.26,0.16,87674.28,Pending,Partner
ORD-10767,"November 16, 2022",North,,Consulting,Audit Package,ENTERPRISE,47,919.71,0.13,37606.94,PENDING,Direct
ORD-10791,17-05-2024,East,Marcus Webb,Subscriptions,Basic Plan,startup,35,4269.19,0.11,132985.27,,direct
ORD-10209,10/06/2022,East,James Carter,Software,DataVault,enterprise,39,3856.58,0.33,100772.44,LOST,Partner
ORD-10925,"January 15, 2024",West,,Subscriptions,Pro Plan,,18,2144.32,0.24,29334.3,won,Direct
ORD-10664,28-11-2023,North,Ethan Ross,Services,Onboarding,Enterprise,30,4815.1,0.26,106895.22,pending,DIRECT
ORD-10162,15/04/2022,west,Aisha Patel,Services,Training,enterprise,33,2279.25,0.19,60924.35,,
ORD-10897,28/11/2024,East,Nina Torres,Hardware,Edge Router,SMB,26,1003.67,0.23,20093.47,PENDING,online
ORD-10491,24-09-2023,North,Derek Stone,Consulting,Audit Package,SMB,29,4155.81,0.11,107261.46,LOST,partner
ORD-10946,"October 05, 2022",west,Aisha Patel,Services,Onboarding,smb,41,2332.71,0.06,89902.64,In Progress,partner
ORD-10567,26/11/2022,south,Marcus Webb,Hardware,NAS Drive,ENTERPRISE,8,253.7,0.11,1806.34,Lost,referral
ORD-10087,"February 12, 2023",West,Sophia Lee,Hardware,Switch Pro,smb,2,4890.83,0.23,7531.88,lost,direct
ORD-10789,06/13/2024,South,Derek Stone,Software,CRM Pro,enterprise,22,3715.88,0.33,54772.07,won,Online
ORD-10721,"August 19, 2023",South,Mia Fernandez,Services,Onboarding,SMB,19,912.03,0.31,11956.71,Lost,
ORD-10190,04/10/2022,North,Liam Brooks,Consulting,Roadmap Workshop,SMB,9,2544.28,0.1,20608.67,Won,Referral
ORD-10178,22-11-2023,Central,Aisha Patel,Hardware,Edge Router,startup,21,479.35,0.23,7751.09,PENDING,direct
ORD-10392,"March 19, 2022",EAST,Mia Fernandez,Subscriptions,Enterprise Plan,Enterprise,41,2497.12,0.0,102381.92,WON,Direct
ORD-10419,01/01/2022,NORTH,Nina Torres,Services,Onboarding,start-up,20,95.21,0.15,1618.57,pending,Online
ORD-10568,"September 17, 2022",south,,Hardware,ServerX,Startup,10,1895.93,0.19,15357.03,LOST,Referral
ORD-10905,2022-03-06,East,Nina Torres,Consulting,Strategy Session,smb,13,3050.25,0.19,32119.13,won,Partner
ORD-10689,17-12-2024,EAST,Derek Stone,Software,CRM Pro,ENTERPRISE,10,954.21,0.27,6965.73,lost,Direct
ORD-10511,"January 08, 2024",NORTH,Derek Stone,Hardware,ServerX,enterprise,10,3620.63,0.17,30051.23,,Online
ORD-10608,2024-10-14,west,Aisha Patel,Services,Onboarding,smb,26,4032.78,0.22,81784.78,In Progress,Online
ORD-10439,25-05-2022,north,Aisha Patel,Subscriptions,Basic Plan,SMB,25,987.83,,20250.52,PENDING,DIRECT
ORD-10471,04/03/2024,central,James Carter,Hardware,Edge Router,startup,50,4146.72,0.16,174162.24,lost,Online
ORD-10398,"July 28, 2024",Central,James Carter,Consulting,Audit Package,enterprise,41,3953.85,0.08,149139.22,Pending,referral
ORD-10785,01/12/2024,west,James Carter,Hardware,ServerX,smb,-5,881.86,0.16,22222.87,PENDING,referral
ORD-10692,"October 30, 2024",north,Derek Stone,Software,CloudDash,startup,31,193.09,0.22,4668.92,won,Online
ORD-10882,"August 10, 2022",EAST,Aisha Patel,Consulting,Strategy Session,Startup,39,2457.16,0.25,71871.93,LOST,DIRECT
ORD-10730,12/22/2023,,James Carter,Consulting,Audit Package,start-up,28,2074.32,0.28,41818.29,pending,DIRECT
ORD-10043,"August 30, 2024",south,Aisha Patel,Services,Migration,SMB,29,433.54,0.1,11315.39,lost,Direct
ORD-10261,08/25/2022,west,James Carter,Software,DataVault,Enterprise,24,0.0,0.05,44363.1,pending,referral
ORD-10856,05/20/2024,central,Derek Stone,Subscriptions,Pro Plan,enterprise,32,3325.57,0.33,71300.22,lost,Online
ORD-10429,"September 03, 2022",South,James Carter,Software,DataVault,Startup,16,830.61,0.03,12891.07,won,
ORD-10228,"February 09, 2023",Central,Liam Brooks,Consulting,Roadmap Workshop,SMB,18,3774.01,0.28,48911.17,Lost,partner
ORD-10005,01/18/2024,East,Nina Torres,Hardware,Switch Pro,,41,897.14,,27219.23,In Progress,referral
ORD-10946,"October 05, 2022",west,Aisha Patel,Services,Onboarding,smb,41,2332.71,0.06,89902.64,In Progress,partner
ORD-10802,"January 14, 2023",North,Liam Brooks,Subscriptions,Basic Plan,enterprise,43,4493.13,0.06,181612.31,Lost,Partner
ORD-10318,2024-08-07,West,James Carter,Subscriptions,Pro Plan,SMB,8,4344.11,0.13,30235.01,PENDING,Referral
ORD-10863,"February 23, 2022",East,James Carter,Software,CloudDash,ENTERPRISE,10,1857.96,0.03,18022.21,Won,partner
ORD-10312,11/09/2023,Central,Liam Brooks,Subscriptions,Basic Plan,Startup,42,2989.17,0.1,112990.63,PENDING,DIRECT
ORD-10075,05/06/2023,south,Ethan Ross,Software,CRM Pro,SMB,30,4737.95,0.23,109446.65,won,Online
ORD-10173,05/06/2023,,Ethan Ross,Hardware,NAS Drive,Enterprise,27,1684.95,0.17,37759.73,,direct
ORD-10824,"November 11, 2022",north,Zoe Nguyen,Software,AutoSync,SMB,26,1902.83,0.13,43042.01,pending,direct
ORD-10051,03/05/2022,South,James Carter,Subscriptions,Basic Plan,ENTERPRISE,43,616.23,0.33,17753.59,pending,Partner
ORD-10887,"November 26, 2022",East,Mia Fernandez,Consulting,Roadmap Workshop,,47,3356.41,0.22,123045.99,won,direct
ORD-10902,2022-10-22,central,Mia Fernandez,Software,CloudDash,enterprise,10,1448.19,0.31,9992.51,won,partner
ORD-10220,"May 22, 2022",central,Zoe Nguyen,Hardware,Switch Pro,SMB,43,813.01,0.15,29715.52,lost,Partner
ORD-10508,"September 16, 2023",East,Sophia Lee,Subscriptions,Enterprise Plan,startup,19,358.93,0.32,4637.38,WON,direct
ORD-10572,09-07-2022,North,Mia Fernandez,Hardware,NAS Drive,smb,2,463.77,0.3,649.28,Lost,referral
ORD-10387,04/08/2023,west,Liam Brooks,Services,Onboarding,Enterprise,34,633.25,0.0,,In Progress,Online
ORD-10093,03/11/2023,South,,Consulting,Roadmap Workshop,startup,9,274.47,0.01,2445.53,won,online
ORD-10148,2023-02-14,NORTH,Sophia Lee,Consulting,Roadmap Workshop,start-up,44,4839.43,0.35,138407.7,,direct
ORD-10482,13-05-2022,West,Marcus Webb,Software,AutoSync,startup,14,3494.36,0.21,38647.62,PENDING,direct
ORD-10835,24-08-2024,Central,Sophia Lee,Consulting,Audit Package,start-up,22,1556.57,0.03,33217.2,,DIRECT
ORD-10249,2022-07-29,East,Nina Torres,Services,Migration,ENTERPRISE,5,2676.02,,,WON,DIRECT
ORD-10340,2022-01-01,Central,Mia Fernandez,Services,Support Plan,start-up,24,4135.29,0.29,70465.34,LOST,Partner
ORD-10616,"March 28, 2022",North,James Carter,Software,AutoSync,enterprise,24,3374.78,0.31,55886.36,,partner
ORD-10200,"June 12, 2023",central,Zoe Nguyen,Consulting,Roadmap Workshop,Startup,9,3615.55,,27008.16,WON,online
ORD-10091,28-08-2023,,Zoe Nguyen,Software,DataVault,startup,24,497.0,0.14,10258.08,PENDING,partner
ORD-10540,"February 20, 2023",East,Liam Brooks,Services,Support Plan,Startup,49,275.65,0.06,12696.44,Lost,Online
ORD-10442,23-12-2023,west,Nina Torres,Services,Migration,Startup,16,2837.57,0.07,42223.04,In Progress,Online
ORD-10922,"September 05, 2024",south,Nina Torres,Consulting,Strategy Session,smb,46,459.83,0.2,16921.74,lost,Online
ORD-10280,03/01/2024,South,Marcus Webb,Software,DataVault,smb,48,326.75,,10194.6,PENDING,referral
ORD-10410,08/01/2024,west,Derek Stone,Services,Migration,enterprise,44,4817.43,0.07,197129.24,LOST,Direct
ORD-10611,2023-01-05,central,Ethan Ross,Hardware,Edge Router,SMB,18,4688.96,0.19,68365.04,,Referral
ORD-10602,2024-09-25,Central,Zoe Nguyen,Subscriptions,Pro Plan,ENTERPRISE,4,1987.35,0.17,6598.0,PENDING,Referral
ORD-10909,12/06/2022,West,Liam Brooks,Consulting,Roadmap Workshop,smb,40,582.42,0.13,20268.22,LOST,Partner
ORD-10335,06/16/2024,Central,,Services,Onboarding,,32,609.04,0.14,16760.78,pending,direct
ORD-10854,08/11/2023,central,Liam Brooks,Software,DataVault,enterprise,7,4784.51,0.1,30142.41,Lost,Online
ORD-10607,"July 20, 2022",north,Aisha Patel,Services,Training,ENTERPRISE,20,1848.5,0.15,31424.5,In Progress,Online
ORD-10906,26/11/2024,NORTH,Aisha Patel,Services,Support Plan,Enterprise,9,1137.82,0.25,7680.28,LOST,DIRECT
ORD-10506,11/08/2022,EAST,Nina Torres,Consulting,Strategy Session,SMB,38,4521.12,0.22,134006.0,WON,referral
ORD-10828,"October 24, 2024",NORTH,Sophia Lee,Software,DataVault,ENTERPRISE,33,117.56,0.24,2948.4,LOST,Online
ORD-10880,29/03/2022,central,James Carter,Hardware,ServerX,ENTERPRISE,19,1910.32,0.2,29036.86,won,Referral
ORD-10092,26/06/2023,north,Zoe Nguyen,Services,Training,startup,7,3390.44,0.17,19698.46,LOST,partner
ORD-10728,28-08-2024,Central,Liam Brooks,Subscriptions,Basic Plan,SMB,29,4322.68,0.14,,Lost,DIRECT
ORD-10724,2024-06-07,north,Marcus Webb,Hardware,NAS Drive,startup,21,3017.77,0.34,41826.29,LOST,partner
ORD-10845,"October 01, 2022",,Derek Stone,Services,Onboarding,Startup,47,4827.88,0.06,213295.74,Lost,Online
ORD-10894,"July 24, 2022",west,Mia Fernandez,Software,CloudDash,SMB,50,2300.42,,,Lost,Partner
ORD-10575,"June 28, 2024",West,Derek Stone,Hardware,Edge Router,startup,38,3009.78,0.05,108653.06,WON,online
ORD-10573,28/06/2022,EAST,Aisha Patel,Consulting,Roadmap Workshop,Enterprise,26,782.33,,14238.41,LOST,Online
ORD-10278,12/12/2024,central,Ethan Ross,Software,AutoSync,start-up,32,1752.97,0.2,44876.03,PENDING,Partner
ORD-10279,"October 21, 2023",south,Marcus Webb,Software,DataVault,Enterprise,4,4052.84,0.17,13455.43,lost,Direct
ORD-10337,02/28/2024,west,Mia Fernandez,Software,DataVault,start-up,11,420.58,0.17,3839.9,pending,Direct
ORD-10227,24-11-2022,west,Liam Brooks,Consulting,Audit Package,ENTERPRISE,41,3303.67,0.14,,,partner
ORD-10008,21/05/2023,west,Derek Stone,Subscriptions,Enterprise Plan,startup,15,4986.76,,71061.33,LOST,online
ORD-10085,"May 09, 2023",Central,Marcus Webb,Hardware,Switch Pro,start-up,43,96.52,0.28,2988.26,lost,referral
ORD-10734,"April 07, 2024",Central,James Carter,Consulting,Audit Package,SMB,47,3758.23,0.17,146608.55,,online
ORD-10603,13/02/2024,central,Nina Torres,Services,Onboarding,Enterprise,3,684.58,0.13,1786.75,In Progress,DIRECT
ORD-10717,02/05/2023,west,James Carter,Consulting,Strategy Session,SMB,5,1740.68,0.23,6701.62,Lost,Direct
ORD-10885,2022-12-27,NORTH,Sophia Lee,Services,Onboarding,smb,27,2647.65,0.23,55044.64,pending,Online
ORD-10096,29-04-2023,,Nina Torres,Subscriptions,Basic Plan,startup,13,4842.62,0.33,42179.22,lost,Partner
ORD-10341,19-07-2024,west,Mia Fernandez,Subscriptions,Enterprise Plan,Startup,8,532.31,0.23,3279.03,pending,direct
ORD-10121,01/09/2024,NORTH,James Carter,Consulting,Audit Package,enterprise,42,904.17,0.09,34557.38,PENDING,Online
ORD-10156,17-08-2023,West,Aisha Patel,Consulting,Audit Package,enterprise,11,2226.05,0.17,20323.84,Won,online
ORD-10737,28-12-2023,South,Liam Brooks,Consulting,Roadmap Workshop,smb,38,165.04,0.27,4578.21,LOST,referral
ORD-10632,"January 22, 2022",NORTH,Nina Torres,Consulting,Roadmap Workshop,startup,48,3006.12,0.03,139964.95,Pending,direct
ORD-10667,09/09/2022,West,,Software,CloudDash,Startup,33,897.75,0.09,26959.43,,DIRECT
ORD-10470,2024-12-11,west,Sophia Lee,Consulting,Strategy Session,SMB,35,2008.28,0.26,52014.45,PENDING,Referral
ORD-10557,2022-01-03,,Nina Torres,Subscriptions,Pro Plan,startup,45,4733.17,0.19,172524.05,lost,Partner
ORD-10293,02/25/2023,EAST,Ethan Ross,Subscriptions,Enterprise Plan,smb,16,524.78,0.14,7220.97,lost,Direct
ORD-10805,29-11-2024,central,Ethan Ross,Consulting,Roadmap Workshop,start-up,34,4558.38,0.35,100740.2,LOST,Online
ORD-10793,10-09-2022,,Zoe Nguyen,Hardware,Switch Pro,,22,805.88,0.25,13297.02,,online
ORD-10164,2022-04-03,,Nina Torres,Consulting,Strategy Session,ENTERPRISE,40,1626.72,0.14,55959.17,,Online
ORD-10732,24/10/2024,west,Sophia Lee,Services,Onboarding,enterprise,24,239.49,,5345.42,won,referral
ORD-10282,19/10/2022,South,Zoe Nguyen,Subscriptions,Basic Plan,start-up,6,328.03,0.21,1554.86,Won,DIRECT
ORD-10364,27-06-2022,West,Liam Brooks,Consulting,Audit Package,ENTERPRISE,15,725.09,0.14,9353.66,PENDING,referral
ORD-10310,03/15/2023,central,Aisha Patel,Hardware,Edge Router,Enterprise,31,4562.0,0.23,108894.94,Won,
ORD-10510,"February 23, 2024",EAST,Liam Brooks,Subscriptions,Enterprise Plan,ENTERPRISE,9,981.72,0.13,7686.87,pending,Online
ORD-10179,01/14/2023,West,Nina Torres,Hardware,Switch Pro,startup,29,3781.1,0.33,73466.77,Lost,Direct
ORD-10069,12/07/2023,west,Zoe Nguyen,Consulting,Roadmap Workshop,Enterprise,48,1645.49,0.09,71875.0,Pending,Partner
ORD-10917,"May 23, 2022",,Liam Brooks,Services,Training,Startup,6,2804.43,,14975.66,Pending,Partner
ORD-10878,06/24/2024,north,Mia Fernandez,Consulting,Audit Package,,27,150000.0,0.32,78803.87,Pending,Partner
ORD-10673,16/09/2022,west,Derek Stone,Hardware,Switch Pro,Startup,2,188.06,0.28,270.81,WON,partner
ORD-10932,07/13/2022,west,Mia Fernandez,Consulting,Roadmap Workshop,SMB,21,3423.14,0.06,67572.78,WON,Direct
ORD-10058,27/09/2024,South,Zoe Nguyen,Consulting,Strategy Session,enterprise,15,2051.79,0.09,28006.93,lost,direct
ORD-10951,2023-11-10,north,Mia Fernandez,Subscriptions,Enterprise Plan,SMB,10,2832.14,0.34,18692.12,PENDING,Partner
ORD-10409,"April 08, 2022",,Marcus Webb,Software,AutoSync,start-up,29,3735.74,0.09,98586.18,won,Online
ORD-10826,2023-02-11,South,Derek Stone,Software,CloudDash,startup,3,843.55,0.07,2353.5,LOST,Direct
ORD-10265,"May 12, 2023",East,Mia Fernandez,Consulting,Roadmap Workshop,SMB,1,4665.37,0.01,4618.72,WON,Online
ORD-10753,02/12/2024,South,,Hardware,ServerX,Enterprise,2,4946.99,0.12,8706.7,Pending,partner
ORD-10783,31/08/2024,EAST,Aisha Patel,Software,CRM Pro,Startup,48,1661.35,0.16,66985.63,Won,Direct
ORD-10380,02/15/2022,North,Marcus Webb,Subscriptions,Basic Plan,Enterprise,10,326.76,0.09,2973.52,In Progress,Partner
ORD-10604,25-02-2022,EAST,Sophia Lee,Consulting,Audit Package,startup,4,3323.14,0.09,12096.23,,partner
ORD-10670,"December 03, 2022",North,Liam Brooks,Software,CRM Pro,smb,26,4434.63,0.25,86475.29,Pending,Partner
ORD-10759,23/02/2024,central,Aisha Patel,Subscriptions,Basic Plan,Enterprise,49,4489.06,0.11,195767.91,In Progress,Referral
ORD-10715,2022-04-01,NORTH,Derek Stone,Subscriptions,Enterprise Plan,Startup,38,4431.85,0.27,122939.52,lost,direct
ORD-10147,03/03/2024,north,Derek Stone,Services,Migration,SMB,19,3485.2,0.35,43042.22,In Progress,Online
ORD-10251,26-02-2024,EAST,Nina Torres,Hardware,Switch Pro,enterprise,36,3024.95,0.25,81673.65,Lost,
ORD-10633,2022-05-01,East,,Consulting,Roadmap Workshop,,17,2547.48,0.13,37677.23,Won,DIRECT
ORD-10851,20/10/2022,North,James Carter,Software,CRM Pro,SMB,31,3810.38,0.31,81504.03,WON,Referral
ORD-10212,"November 12, 2022",,Nina Torres,Software,CRM Pro,smb,24,3818.67,0.04,87982.16,,direct
ORD-10440,25/05/2023,central,Marcus Webb,Subscriptions,Enterprise Plan,enterprise,23,3388.74,0.25,58455.76,In Progress,online
ORD-10861,05-02-2022,west,Zoe Nguyen,Hardware,ServerX,Startup,50,4104.1,0.1,184684.5,LOST,online
ORD-10330,11-09-2024,South,,Software,CRM Pro,start-up,6,3908.65,0.03,22748.34,WON,Online
ORD-10766,2024-09-12,East,Liam Brooks,Consulting,Audit Package,start-up,33,3066.5,0.15,86015.32,Pending,Referral
ORD-10276,12/26/2023,NORTH,,Services,Support Plan,Enterprise,40,3104.04,0.23,95604.43,In Progress,referral
ORD-10784,"September 19, 2024",Central,Sophia Lee,Services,Migration,enterprise,19,3055.51,0.25,43541.02,Pending,
ORD-10772,02/27/2022,south,Mia Fernandez,Consulting,Audit Package,SMB,38,4761.3,0.29,128459.87,In Progress,Referral
ORD-10654,02/02/2022,North,Aisha Patel,Consulting,Roadmap Workshop,SMB,41,4298.04,0.19,142737.91,,referral
ORD-10679,"June 20, 2024",EAST,Marcus Webb,Hardware,NAS Drive,start-up,9,4841.76,0.18,35732.19,pending,Online
ORD-10448,09/04/2022,central,Mia Fernandez,Software,CRM Pro,smb,3,1630.62,0.2,3913.49,PENDING,
ORD-10525,30-11-2024,central,Marcus Webb,Services,Onboarding,Enterprise,1,2085.68,0.18,1710.26,won,Online
ORD-10691,25-04-2024,south,Liam Brooks,Software,DataVault,SMB,38,1220.63,0.18,,In Progress,direct
ORD-10524,13-07-2023,south,Derek Stone,Software,CloudDash,start-up,47,3375.85,0.27,115825.41,Lost,
ORD-10303,"December 06, 2023",south,Liam Brooks,Consulting,Strategy Session,ENTERPRISE,26,762.07,0.21,15652.92,lost,Online
ORD-10487,22-08-2022,East,Liam Brooks,Subscriptions,Basic Plan,SMB,22,4615.28,,84275.01,LOST,direct
ORD-10723,2024-02-16,East,Aisha Patel,Services,Support Plan,Startup,43,898.23,0.18,31671.59,LOST,direct
ORD-10815,"January 10, 2023",East,Zoe Nguyen,Subscriptions,Pro Plan,startup,46,4412.87,0.28,146154.25,PENDING,
ORD-10019,"July 25, 2023",South,Sophia Lee,Consulting,Strategy Session,Enterprise,49,4251.04,0.06,195802.9,won,online
ORD-10324,01/12/2024,west,Nina Torres,Consulting,Audit Package,start-up,49,982.71,,32262.37,,DIRECT
ORD-10260,"June 07, 2022",West,Ethan Ross,Services,Migration,ENTERPRISE,11,1312.82,0.04,13863.38,LOST,online
ORD-10801,"January 06, 2023",West,Liam Brooks,Services,Support Plan,,5,3583.15,0.3,12541.02,LOST,Referral
ORD-10409,"April 08, 2022",,Marcus Webb,Software,AutoSync,start-up,29,3735.74,0.09,98586.18,won,Online
ORD-10400,2023-12-02,west,Marcus Webb,Consulting,Audit Package,SMB,18,954.78,,12717.67,In Progress,partner
ORD-10297,05/07/2023,North,Marcus Webb,Software,AutoSync,startup,15,2790.33,0.29,29717.01,In Progress,Direct
ORD-10054,26-03-2022,west,Liam Brooks,Services,Training,Enterprise,32,572.42,0.34,12089.51,,Online
ORD-10871,2024-09-17,North,Nina Torres,Software,CRM Pro,Startup,26,2526.07,0.11,58453.26,lost,Partner
ORD-10150,10/12/2022,West,James Carter,Services,Training,,9,3079.14,0.03,26880.89,PENDING,partner
ORD-10682,"August 26, 2023",North,Marcus Webb,Hardware,Edge Router,Enterprise,19,1117.13,0.29,15070.08,lost,Direct
ORD-10703,16-08-2022,Central,Ethan Ross,Consulting,Roadmap Workshop,SMB,44,3427.8,0.2,120658.56,In Progress,DIRECT
ORD-10947,2024-06-13,NORTH,Ethan Ross,Consulting,Roadmap Workshop,Startup,23,2166.96,0.15,,pending,referral
ORD-10106,16-04-2022,Central,Derek Stone,Services,Support Plan,ENTERPRISE,15,4244.01,0.12,56020.93,,Partner
ORD-10710,"July 15, 2022",Central,Sophia Lee,Software,CRM Pro,startup,45,371.89,0.04,,LOST,Referral
ORD-10024,06/19/2023,central,Nina Torres,Hardware,Edge Router,ENTERPRISE,30,1615.08,0.26,35854.78,lost,Direct
ORD-10898,16/04/2022,EAST,Marcus Webb,Consulting,Audit Package,Startup,11,2215.14,0.03,23635.54,PENDING,Direct
ORD-10533,24/05/2022,South,James Carter,Consulting,Strategy Session,Startup,44,1549.0,0.02,,LOST,Online
